,dept_abb,course_num,section,instructor_first_name,instructor_last_name,quarter,year,overall_ratings,content_ratings,contribution_ratings,effectiveness_ratings,interest_ratings,amount_learned_ratings,grading_ratings,user_email,user_password,would_take_again,homework_amount,user_country,user_city,is_recorded,teaching_style,participation_weight,level_of_group_work,exam_weight,ReportedCount,exam_difficulty,DateOfReview
7156,GERMAN,101.0,D,Dominik-Johannes,Winkel,WI,19.0,4.0,4.0,4.75,4.75,4.75,4.6,4.0,carreras@att.net,Om98IKv5G9,24.22,1.42,United States,Seattle,no,powerpoint driven,2.99,0.27,0.5,3,2.36,01/31/2019
7157,GERMAN,101.0,E,Jeffrey,Jarzomb,AU,18.0,4.82,4.75,4.92,4.88,4.92,4.67,4.82,bastian@att.net,r3s5y0DdfC,10.17,1.81,United States,Boston,no,powerpoint driven,3.31,1.65,4.37,11,4.6,09/30/2018
7158,GERMAN,101.0,F,Dominik,Alamanni,AU,18.0,4.17,4.5,4.5,4.5,4.7,4.5,4.5,niknejad@yahoo.com,PcD7s235Ga,95.31,0.83,United States,Portland,no,online,3.46,0.07,2.66,5,0.35,09/30/2018
7159,GERMAN,101.0,G,Dominik-Johannes,Winkel,AU,18.0,4.14,4.14,4.56,4.56,4.13,4.56,4.56,petersen@msn.com,4foOlUVo$6,36.69,0.05,United States,Los Angeles,no,powerpoint driven,4.8,0.08,1.75,2,3.9,09/30/2018
7160,GERMAN,102.0,A,Vanessa,Hester,SP,19.0,4.17,4.0,4.67,4.21,4.79,4.67,4.13,shrapnull@icloud.com,Z9l4GCPgHp,80.45,1.1,United States,Bellevue,no,problem based,4.05,0.96,2.8,13,1.99,05/26/2019
7161,GERMAN,102.0,B,Matthew,Childs,SP,19.0,4.25,4.07,4.75,4.64,4.3,4.07,4.1,mdielmann@sbcglobal.net,C#kKpJ4+By,66.44,1.94,United States,Portland,no,alternative resource heavy,0.63,0.55,2.58,13,1.34,05/26/2019
7162,GERMAN,102.0,B,Dominik,Alamanni,WI,19.0,4.63,4.33,4.92,4.8,4.92,4.33,4.8,bahwi@att.net,VP9DZo!AlO,58.51,2.2,United States,Boston,yes,visual,0.99,3.77,0.51,7,3.72,01/31/2019
7163,GERMAN,102.0,C,Dominik-Johannes,Winkel,WI,19.0,4.5,4.25,4.75,4.33,4.3,4.0,4.5,wiseb@mac.com,Q4^h7F~3xu,62.59,2.16,United States,Boston,no,group work focused,0.5,4.96,0.21,13,3.48,01/31/2019
7164,GERMAN,102.0,D,S.,Terrasi,WI,19.0,4.94,4.9,4.97,4.94,4.97,4.86,4.9,mbrown@mac.com,XbQfx5?b88,83.02,0.02,United States,Boston,no,group work focused,4.81,4.52,1.37,5,1.51,01/31/2019
7165,GERMAN,102.0,E,Jeffrey,Jarzomb,WI,19.0,4.06,3.94,4.13,4.17,4.5,4.0,4.28,mkearl@att.net,8BndSPSl8B,16.19,2.42,United States,Issaquah,yes,online,4.04,0.87,4.3,12,2.42,01/31/2019
7166,GERMAN,102.0,F,Jorma,Huckauf,WI,19.0,4.8,4.25,4.92,4.8,4.8,4.8,4.8,timtroyr@optonline.net,j&YE*a862L,24.37,2.91,United States,Los Angeles,yes,group work focused,3.8,1.95,3.84,4,1.72,01/31/2019
7167,GERMAN,103.0,A,Vanessa,Hester,WI,19.0,4.3,4.0,4.3,4.5,4.5,4.5,4.17,munson@mac.com,0kOsh43AK%,1.21,3.84,United States,San Francisco,yes,group work focused,4.27,0.44,4.09,0,1.66,01/31/2019
7168,GERMAN,103.0,A,S.,Terrasi,AU,18.0,4.81,4.71,4.89,4.81,4.81,4.71,4.71,bdbrown@att.net,M2_+nEXCpA,71.93,3.86,United States,Portland,yes,visual,0.47,4.59,1.47,8,3.43,09/30/2018
7169,GERMAN,103.0,B,Dominik,Alamanni,SP,19.0,4.0,3.88,4.25,4.25,3.67,3.88,3.67,chrisj@comcast.net,pqp4*2N3Fa,3.36,0.26,United States,Bellevue,no,industry example based,4.39,4.07,4.46,15,0.94,05/26/2019
7170,GERMAN,103.0,B,S.,Terrasi,AU,18.0,4.58,4.58,4.95,4.95,4.89,4.89,4.81,yangyan@aol.com,OS69c67Y0p,58.61,0.46,United States,Seattle,yes,problem based,3.12,4.56,1.74,13,3.34,09/30/2018
7171,GERMAN,103.0,C,Jeffrey,Jarzomb,SP,19.0,4.5,3.9,4.79,4.79,4.88,4.5,4.79,fraser@mac.com,Rt6I*KqQ7U,79.63,2.63,United States,Seattle,yes,alternative resource heavy,3.37,3.76,0.46,15,3.98,05/26/2019
7172,GERMAN,103.0,E,Edina,Kecse-Nagy,AU,18.0,3.17,3.17,4.07,4.0,3.93,3.83,3.13,yamla@outlook.com,4F*jxG*%+4,95.76,3.17,United States,Portland,no,group work focused,1.81,2.69,2.65,13,2.02,09/30/2018
7173,GERMAN,103.0,E,Jorma,Huckauf,SP,19.0,4.72,4.5,4.72,4.72,4.8,4.63,4.72,ilial@hotmail.com,4VbMY=o4&I,30.65,0.09,United States,Los Angeles,yes,powerpoint driven,3.34,1.94,4.09,4,3.36,05/26/2019
7174,GERMAN,103.0,F,Tobias,Gruenthal,AU,18.0,3.88,3.33,3.75,3.67,3.83,4.0,3.0,shrapnull@gmail.com,mk273D#04A,23.93,2.59,United States,Portland,no,problem based,1.65,2.99,2.29,1,0.08,09/30/2018
7175,GERMAN,103.0,H,Katherine,Rombauer,AU,18.0,3.0,3.75,3.0,3.0,3.25,2.25,2.0,jandrese@me.com,VpH04Khwc6,0.61,1.06,United States,Boston,yes,group work focused,4.69,1.61,3.04,14,3.87,09/30/2018
7176,GERMAN,103.0,J,Michael,Antley,AU,18.0,4.0,4.1,4.7,4.3,4.5,4.1,4.7,krueger@att.net,V@Jz4pU5%r,35.5,0.9,United States,Los Angeles,no,powerpoint driven,4.97,2.47,0.82,0,4.72,09/30/2018
7177,GERMAN,111.0,B,Justin,Mohler,AU,18.0,4.94,4.94,4.94,4.94,5.0,5.0,4.94,pierce@yahoo.ca,TE^Y3Vot98,28.66,3.41,United States,San Francisco,yes,industry example based,3.45,1.49,4.06,1,0.16,09/30/2018
7178,GERMAN,201.0,A,Matthew,Childs,AU,18.0,4.0,4.0,4.5,4.17,4.2,4.13,4.13,nanop@outlook.com,0t+Y67!h&W,47.89,1.44,United States,Portland,no,visual,3.62,0.94,2.5,10,2.08,09/30/2018
7179,GERMAN,201.0,A,Kristina,Pilz,WI,19.0,4.83,4.83,4.95,4.9,4.95,4.83,4.95,terjesa@outlook.com,uo^8c-%5OI,36.08,1.87,United States,Portland,no,alternative resource heavy,0.64,2.44,3.17,10,1.3,01/31/2019
7180,GERMAN,201.0,B,S.,Terrasi,AU,18.0,4.64,4.5,4.9,4.9,4.9,4.5,4.75,rohitm@mac.com,fPkJL3=TKA,13.08,1.11,United States,Los Angeles,no,online,1.82,0.33,2.35,1,2.49,09/30/2018
7181,GERMAN,201.0,C,Jasmin,Krakenberg,AU,18.0,4.2,4.2,4.8,4.38,4.8,4.25,4.63,crowemojo@hotmail.com,5tUN&80Z7U,0.34,2.92,United States,Issaquah,yes,powerpoint driven,4.39,0.95,4.64,5,3.93,09/30/2018
7182,GERMAN,202.0,A,Verena,Kick,SP,19.0,4.9,4.5,5.0,5.0,4.9,4.9,4.9,rddesign@hotmail.com,DEA^5=8pfW,2.71,4.18,United States,San Francisco,yes,group work focused,2.79,3.49,2.24,14,4.54,05/26/2019
7183,GERMAN,202.0,A,Matthew,Childs,WI,19.0,4.25,4.2,4.71,4.2,4.71,4.13,4.0,moinefou@icloud.com,bXnJ#hg7m2,6.01,1.53,United States,Boston,no,powerpoint driven,2.78,1.09,4.45,12,0.63,01/31/2019
7184,GERMAN,202.0,B,Jasmin,Krakenberg,WI,19.0,4.75,4.75,4.75,4.75,4.6,4.4,4.75,shrapnull@aol.com,Yn1Fk=WoZ6,46.55,1.07,United States,Los Angeles,no,powerpoint driven,0.1,2.23,4.96,7,3.91,01/31/2019
7185,GERMAN,203.0,A,Jasmin,Krakenberg,SP,19.0,4.5,4.5,4.88,4.79,4.79,4.5,4.88,dowdy@optonline.net,bXrUx7RP9T,26.74,4.15,United States,Seattle,no,online,2.49,4.39,0.88,2,1.67,05/26/2019
7186,GERMAN,203.0,B,Vanessa,Hester,SP,19.0,3.5,3.17,4.0,3.5,3.5,3.0,3.0,mrsam@aol.com,V9Ri7LBQeT,39.7,2.84,United States,Boston,no,group work focused,0.04,3.47,2.14,4,0.49,05/26/2019
7187,GERMAN,210.0,A,Brigitte,Prutti,WI,19.0,4.83,4.7,4.83,4.83,4.7,4.5,4.17,dgatwood@comcast.net,h_7O7A7aqJ,22.12,1.65,United States,Issaquah,no,group work focused,1.49,0.24,4.13,3,3.31,01/31/2019
7188,GERMAN,285.0,A,Sabine,Wilke,AU,18.0,3.63,3.38,3.5,3.25,3.83,3.28,3.5,tellis@sbcglobal.net,5%v9qdn5PE,3.97,0.53,United States,Seattle,no,visual,2.92,3.91,1.39,5,4.66,09/30/2018
7189,GERMAN,298.0,A,Annegret,Oehme,WI,19.0,4.28,4.1,4.63,4.6,4.63,4.0,4.44,enintend@att.net,g3o5Gmpr%Y,16.45,3.62,United States,Bellevue,yes,online,0.96,3.2,2.59,11,4.09,01/31/2019
7190,GERMAN,301.0,A,Annegret,Oehme,AU,18.0,3.94,4.0,4.19,4.25,4.38,3.88,4.13,tellis@sbcglobal.net,RSVTa#G25i,58.71,0.15,United States,Portland,yes,powerpoint driven,0.68,3.55,3.66,10,3.82,09/30/2018
7191,GERMAN,302.0,A,S.,Terrasi,WI,19.0,4.85,4.69,4.91,4.91,4.91,4.69,4.78,dobey@aol.com,qiCr!7dGC@,41.99,1.52,United States,Boston,yes,group work focused,0.1,4.17,0.02,12,2.62,01/31/2019
7192,GERMAN,303.0,A,S.,Terrasi,SP,19.0,4.6,4.75,4.75,4.75,4.86,4.75,4.6,srour@hotmail.com,70F!IstV47,96.03,4.61,United States,Boston,yes,alternative resource heavy,3.82,2.11,1.26,11,1.94,05/26/2019
7193,GERMAN,311.0,A,Ellwood,Wiggins,AU,18.0,4.33,4.0,4.88,5.0,4.88,4.67,4.88,wenzlaff@optonline.net,nZN%hwf-9U,28.55,3.71,United States,San Francisco,yes,problem based,1.36,1.64,2.66,11,0.05,09/30/2018
7194,GERMAN,351.0,A,S.,Terrasi,SP,19.0,4.93,4.93,4.93,4.93,4.93,4.93,4.93,rgarcia@optonline.net,1Kp5K~43e&,88.83,3.27,United States,Portland,yes,industry example based,0.05,4.79,4.29,12,0.41,05/26/2019
7195,GERMAN,385.0,A,Verena,Kick,AU,18.0,4.76,4.67,4.76,4.79,4.79,4.54,4.44,errxn@verizon.net,e6d2LwpshS,33.43,1.97,United States,San Francisco,no,group work focused,4.49,0.82,2.63,11,2.64,09/30/2018
7196,GERMAN,401.0,A,Klaus,Brandl,WI,19.0,4.83,4.7,5.0,4.93,5.0,4.83,4.7,hermes@yahoo.com,G=^QK95*nk,40.91,4.95,United States,Boston,no,industry example based,2.99,3.04,1.11,14,4.95,01/31/2019
7197,GERMAN,421.0,A,Brigitte,Prutti,AU,18.0,4.5,4.5,5.0,4.5,5.0,4.5,4.0,jramio@att.net,y0XAc127bx,7.49,1.48,United States,Boston,no,powerpoint driven,1.8,0.51,0.79,2,1.5,09/30/2018
7198,GERMAN,422.0,A,Richard,Block,WI,19.0,3.67,3.25,2.75,2.38,3.0,3.0,2.67,boomzilla@mac.com,G227RS34Hf,76.46,3.83,United States,Boston,no,visual,1.27,3.0,2.22,14,0.32,01/31/2019
7199,GERMAN,423.0,A,Jason,Groves,SP,19.0,4.5,4.7,4.83,4.7,4.83,4.5,4.93,andale@sbcglobal.net,p5o@w5!s7a,25.06,1.95,United States,Seattle,yes,industry example based,0.34,0.37,0.28,2,3.22,05/26/2019
7200,GERMAN,452.0,A,Annegret,Oehme,AU,18.0,4.56,4.42,4.79,4.79,4.56,4.0,4.42,alhajj@me.com,2eqn+e25bF,75.05,4.11,United States,Portland,yes,online,1.7,3.0,0.98,9,1.17,09/30/2018
7201,GERMAN,500.0,A,Jason,Groves,WI,19.0,4.67,4.25,4.88,4.67,4.88,4.67,4.67,mxiao@me.com,88CiCRAqfC,82.85,1.21,United States,Seattle,no,powerpoint driven,4.58,0.79,1.49,14,3.45,01/31/2019
7202,GERMAN,580.0,A,Sabine,Wilke,AU,18.0,4.0,4.0,4.0,4.0,4.5,4.5,4.5,sriha@optonline.net,4+RhAXjhdB,2.98,0.56,United States,Boston,no,group work focused,2.88,2.52,1.84,0,3.2,09/30/2018
7203,GH,101.0,B,Tamara,Caraballo,AU,18.0,4.4,4.59,4.97,4.79,4.94,4.73,4.67,madler@me.com,mNuUEpb0bx,66.23,0.29,United States,Bellevue,yes,powerpoint driven,2.59,2.83,3.36,15,3.94,09/30/2018
7204,GISC,200.0,A,Tom,Nolan,AU,18.0,4.59,4.69,4.74,4.65,4.59,4.53,4.38,rgarton@comcast.net,DHV4^2Q%3r,97.36,4.57,United States,San Francisco,yes,group work focused,0.08,2.19,2.89,2,1.43,09/30/2018
7205,GISC,200.0,A,Brian,Rosete,AU,18.0,4.66,4.6,4.89,4.82,4.71,4.6,4.54,arandal@me.com,dAB5oy?dk-,96.3,2.06,United States,Los Angeles,no,alternative resource heavy,0.61,2.67,2.49,9,1.73,09/30/2018
7206,GISC,250.0,A,Leah,Saunders,AU,18.0,4.08,4.07,4.1,3.8,4.05,3.88,3.9,uncle@gmail.com,HI3pRLN949,9.43,4.66,United States,Issaquah,yes,problem based,0.62,4.24,3.36,9,4.65,09/30/2018
7207,GISC,250.0,A,Harvey,Arnone,AU,18.0,4.0,3.97,4.26,4.17,4.5,4.0,3.8,teverett@yahoo.ca,nZ8sOw4q1e,95.23,2.27,United States,Seattle,yes,online,1.12,4.3,2.29,6,1.83,09/30/2018
7208,GISC,300.0,A,Aaron,Raymond,WI,19.0,4.0,3.89,4.46,4.45,4.75,4.08,4.03,pgottsch@me.com,cSwu$Ea@YI,4.49,1.31,United States,San Francisco,yes,industry example based,2.03,4.38,0.79,1,3.58,01/31/2019
7209,GISC,300.0,A,Harvey,Arnone,WI,19.0,3.79,3.88,4.69,4.33,4.69,3.83,3.81,wortmanj@live.com,bYHb5*t@zW,77.73,4.34,United States,San Francisco,yes,online,2.63,4.65,3.01,11,2.61,01/31/2019
7210,GISC,350.0,A,Leah,Saunders,WI,19.0,4.09,4.18,4.36,4.22,4.0,3.92,3.88,danneng@aol.com,w42#04%zo~,33.43,0.75,United States,Los Angeles,no,problem based,4.79,3.38,2.3,8,1.69,01/31/2019
7211,GISC,350.0,A,Stephen,Savage,WI,19.0,4.05,4.15,4.25,4.0,4.0,4.0,3.73,dwheeler@me.com,M8HQo8HP8Q,18.44,1.36,United States,Seattle,no,problem based,2.12,1.47,4.95,6,2.38,01/31/2019
7212,GISC,400.0,A,Harvey,Arnone,SP,19.0,4.25,4.38,4.36,4.17,4.68,4.0,4.35,chlim@verizon.net,uiwx5%IYF2,63.59,1.15,United States,San Francisco,no,online,1.86,0.31,0.9,11,1.08,05/26/2019
7213,GISC,400.0,A,Aaron,Raymond,SP,19.0,4.39,4.39,4.81,4.77,4.92,4.58,4.41,stomv@sbcglobal.net,D%D_P4=pjA,43.49,2.72,United States,Los Angeles,no,group work focused,2.72,3.26,2.03,10,3.9,05/26/2019
7214,GISC,450.0,A,Leah,Saunders,SP,19.0,4.25,4.25,4.25,4.0,4.05,4.0,4.08,tbusch@live.com,2$=~5QTHrL,83.35,4.96,United States,Seattle,no,visual,2.79,3.1,3.82,5,1.12,05/26/2019
7215,GISC,450.0,A,Stephen,Savage,SP,19.0,4.19,4.31,4.25,4.11,4.0,4.17,4.15,rnewman@sbcglobal.net,FuZd2g1qB6,32.2,3.96,United States,Los Angeles,no,online,0.06,1.98,1.62,15,3.88,05/26/2019
7216,GRDSCH,200.0,A,Issa,Abdulcadir,SU,19.0,4.75,4.6,4.86,4.75,4.86,4.75,4.86,fviegas@icloud.com,ZtEhhM!iwz,80.9,1.74,United States,Bellevue,yes,problem based,2.12,2.47,0.16,3,4.63,07/23/2019
7217,GRDSCH,200.0,A,Issa,Abdulcadir,SP,19.0,4.63,4.63,4.89,4.84,4.7,4.53,4.66,vsprintf@optonline.net,cfnJo+4yaJ,66.65,0.36,United States,Portland,no,problem based,0.02,0.26,4.62,3,3.77,05/26/2019
7218,GRDSCH,200.0,A,Issa,Abdulcadir,AU,18.0,4.7,4.67,4.81,4.73,4.8,4.63,4.8,mobileip@mac.com,tn3GK@Hrt^,43.0,0.44,United States,Seattle,no,problem based,4.81,1.79,3.52,7,2.39,09/30/2018
7219,GRDSCH,200.0,A,Issa,Abdulcadir,WI,19.0,4.71,4.66,4.83,4.6,4.76,4.8,4.79,nelson@yahoo.ca,98Iy&y9QD0,91.78,4.38,United States,Los Angeles,no,visual,3.87,4.28,3.79,14,4.72,01/31/2019
7220,GRDSCH,515.0,A,Wei,Zuo,WI,19.0,4.96,4.86,4.92,4.92,4.96,4.86,4.8,kuparine@att.net,Vu*29y*MAn,36.21,3.72,United States,Seattle,yes,visual,3.38,2.06,1.74,6,1.34,01/31/2019
7221,GRDSCH,515.0,A,Wei,Zuo,SP,19.0,4.75,4.6,4.9,4.81,4.97,4.5,4.68,satch@outlook.com,yKhZvxw^2v,98.09,4.74,United States,Portland,no,group work focused,0.65,1.43,1.48,0,4.36,05/26/2019
7222,GRDSCH,550.0,A,Katie,Malcolm,AU,18.0,4.58,4.81,4.95,4.81,4.95,4.38,4.89,kempsonc@outlook.com,fbjteSr7WF,49.88,4.75,United States,Boston,no,powerpoint driven,3.59,2.74,0.81,8,1.07,09/30/2018
7223,GRDSCH,595.0,A,Wei,Zuo,SU,19.0,4.3,4.33,4.5,4.0,4.5,4.13,4.75,campware@optonline.net,6G5?wql-2m,65.53,1.21,United States,Boston,yes,industry example based,4.82,3.54,3.16,4,2.07,07/23/2019
7224,GRDSCH,630.0,A,Tikka,Sears,AU,18.0,4.93,4.83,4.93,4.93,5.0,4.83,5.0,parasite@verizon.net,5k*ExPWmv*,18.55,0.78,United States,Portland,yes,visual,2.31,4.91,4.75,2,3.74,09/30/2018
7225,GRDSCH,640.0,A,Gino,Aisenberg,WI,19.0,4.5,4.6,4.68,4.68,4.75,4.6,4.56,cgreuter@optonline.net,v2ALS9fP!c,29.13,2.66,United States,Boston,yes,group work focused,4.46,3.97,4.37,15,1.12,01/31/2019
7226,GREEK,101.0,A,Megan,O'Donald,AU,18.0,4.25,4.17,4.5,4.1,4.67,4.67,4.38,drjlaw@aol.com,3p10N275Hw,31.52,2.92,United States,Los Angeles,no,online,4.79,0.24,0.91,8,3.04,09/30/2018
7227,GREEK,102.0,A,James,Clauss,WI,19.0,4.75,4.75,5.0,5.0,5.0,4.75,5.0,mrdvt@yahoo.ca,4GSgEQBL^Z,4.91,0.33,United States,Boston,yes,online,3.3,3.46,3.28,15,3.82,01/31/2019
7228,GREEK,103.0,A,Catherine,Connors,SP,19.0,4.0,4.0,4.0,4.0,,,,jsnover@optonline.net,Lp4YH+0BT_,61.64,3.31,United States,Seattle,yes,industry example based,1.95,2.66,3.47,13,0.21,05/26/2019
7229,GREEK,300.0,A,Edgar,Garcia,SU,19.0,4.5,4.5,4.75,4.5,4.5,4.75,4.67,lstaf@me.com,gt?Z&n109A,55.62,1.36,United States,Los Angeles,no,group work focused,1.12,3.52,2.88,12,0.34,07/23/2019
7230,GREEK,300.0,A,Catherine,Connors,WI,19.0,4.67,4.67,4.88,4.88,,,,ideguy@live.com,nF1cl4K@3b,68.54,2.63,United States,Portland,yes,group work focused,3.34,0.87,2.08,14,3.23,01/31/2019
7231,GREEK,301.0,A,Anna,Simas,SU,19.0,4.5,4.5,4.75,4.5,4.88,4.33,4.88,gboss@outlook.com,Ir46@e0U8G,70.43,1.12,United States,Boston,yes,group work focused,3.14,1.89,3.8,3,1.41,07/23/2019
7232,GREEK,305.0,A,Alexander,Hollmann,AU,18.0,5.0,4.83,4.83,4.83,5.0,5.0,4.0,kimvette@sbcglobal.net,0jL6J1^Uhk,45.18,3.81,United States,Portland,no,powerpoint driven,2.41,1.86,3.46,2,1.97,09/30/2018
7233,GREEK,306.0,A,Deborah,Kamen,WI,19.0,4.94,4.94,5.0,5.0,4.94,4.94,4.94,dalamb@aol.com,h*SKP7vlci,39.36,2.89,United States,Bellevue,no,alternative resource heavy,1.53,1.9,3.52,8,4.36,01/31/2019
7234,GREEK,461.0,A,Olga,Levaniouk,AU,18.0,4.86,4.86,4.86,4.86,4.94,4.86,4.94,offthelip@comcast.net,b86qh0a3c1,37.28,3.22,United States,Portland,no,alternative resource heavy,3.23,2.4,1.19,6,2.76,09/30/2018
7235,GREEK,508.0,A,Deborah,Kamen,SP,19.0,5.0,4.9,5.0,5.0,5.0,5.0,4.9,lukka@aol.com,aSIdcktS1P,24.48,4.91,United States,San Francisco,no,problem based,3.93,2.2,1.81,5,3.92,05/26/2019
7236,GREEK,520.0,A,Alexander,Hollmann,AU,18.0,5.0,5.0,5.0,4.9,5.0,4.9,5.0,naoya@comcast.net,un3K-K8PW9,21.34,2.96,United States,Los Angeles,yes,powerpoint driven,4.79,3.17,3.37,0,1.52,09/30/2018
7237,GREEK,520.0,A,Olga,Levaniouk,WI,19.0,5.0,5.0,5.0,5.0,5.0,5.0,4.88,rattenbt@comcast.net,5#?f8AHVW$,91.86,3.4,United States,Bellevue,yes,group work focused,1.63,4.48,4.86,13,2.75,01/31/2019
7238,GUARDN,101.0,A,Jamie,Shirley,AU,18.0,3.75,3.72,4.62,4.3,4.19,3.94,3.58,augusto@me.com,wV4c0=TMfH,30.21,1.36,United States,Portland,no,powerpoint driven,2.36,4.01,4.33,7,1.41,09/30/2018
7239,GUARDN,101.0,A,Malinda,Frey,AU,18.0,3.75,3.65,4.0,3.67,3.88,3.5,3.7,jbailie@mac.com,hI~DrDbEYm,81.4,0.98,United States,Portland,yes,alternative resource heavy,0.66,1.93,1.07,0,4.25,09/30/2018
7240,GUARDN,102.0,A,Jamie,Shirley,WI,19.0,3.86,3.86,3.93,4.07,4.25,3.83,3.83,punkis@aol.com,55t6aF?!M3,85.75,1.69,United States,San Francisco,no,group work focused,2.32,4.08,4.27,12,4.9,01/31/2019
7241,GUARDN,102.0,A,Malinda,Frey,WI,19.0,4.0,3.95,3.79,4.0,4.0,4.0,4.0,kassiesa@me.com,h9i9oMT!&H,68.44,4.65,United States,Los Angeles,no,visual,4.36,4.92,4.44,3,2.66,01/31/2019
7242,GUARDN,103.0,A,Malinda,Frey,SP,19.0,4.0,3.75,3.83,3.83,4.17,4.0,3.5,jonathan@me.com,hviCDO4o47,85.15,1.91,United States,Issaquah,no,visual,1.6,2.39,1.52,2,1.95,05/26/2019
7243,GUARDN,103.0,A,Jamie,Shirley,SP,19.0,3.67,3.25,3.67,3.25,4.0,4.0,3.5,okroeger@att.net,zUV&pk#5!R,54.07,4.21,United States,San Francisco,no,visual,4.52,0.57,0.53,15,0.17,05/26/2019
7244,GWSS,200.0,A,Fabian,Romero,SU,19.0,4.88,4.67,4.67,4.67,4.67,4.67,4.88,lipeng@yahoo.ca,S9bsL9rd!A,64.03,0.86,United States,Seattle,no,alternative resource heavy,3.61,1.75,2.29,5,1.43,07/23/2019
7245,GWSS,200.0,A,Amanda,Swarr,AU,18.0,4.42,4.43,4.5,4.5,4.56,4.42,4.17,lridener@verizon.net,zb@q++U5H9,15.41,2.15,United States,Boston,no,problem based,4.38,3.25,0.06,5,4.68,09/30/2018
7246,GWSS,200.0,A,Regina,Lee,SP,19.0,4.09,4.53,4.31,4.22,4.25,4.23,3.68,mglee@sbcglobal.net,z63dmn3?4k,98.28,4.74,United States,San Francisco,yes,group work focused,1.38,0.66,2.2,10,1.85,05/26/2019
7247,GWSS,200.0,A,Regina,Lee,WI,19.0,4.09,4.21,4.44,4.52,4.33,4.35,3.86,kronvold@optonline.net,oreA9u1=0U,29.1,2.14,United States,Los Angeles,no,problem based,1.08,1.98,0.71,0,3.89,01/31/2019
7248,GWSS,200.0,AA,Mediha,Sorma,WI,19.0,3.6,3.6,3.88,3.88,3.88,3.42,3.13,crandall@yahoo.ca,8s!IYr$+x2,7.06,2.79,United States,Portland,no,problem based,2.58,0.91,2.7,4,2.59,01/31/2019
7249,GWSS,200.0,AC,Mediha,Sorma,WI,19.0,3.88,3.67,4.33,4.25,4.25,3.88,2.33,ianbuck@aol.com,xGN6R1if40,65.2,3.09,United States,Issaquah,no,visual,1.35,4.71,3.44,12,3.71,01/31/2019
7250,GWSS,200.0,B,Keila,Taylor,SU,19.0,4.5,5.0,4.75,4.9,4.9,4.75,4.75,chaikin@aol.com,4hBkmz&I8K,63.03,3.95,United States,Boston,no,problem based,2.26,0.06,1.63,2,3.52,07/23/2019
7251,GWSS,206.0,A,Jainey,Kim,SU,19.0,4.86,4.92,4.92,4.92,4.96,4.92,4.96,purvis@icloud.com,i66Jky8_&q,37.38,4.1,United States,Issaquah,no,online,0.76,3.54,2.89,5,2.77,07/23/2019
7252,GWSS,206.0,A,Christine,Keating,SP,19.0,4.24,4.18,4.63,4.46,4.69,4.07,4.5,mschilli@me.com,L90hA?~TKl,66.39,1.94,United States,Boston,no,visual,4.84,0.46,4.25,3,0.32,05/26/2019
7253,GWSS,244.0,A,Iris,Viveros,WI,19.0,4.72,4.8,4.72,4.72,4.8,4.63,4.86,reeds@aol.com,5q^68w1NsS,24.93,4.65,United States,Boston,no,visual,3.62,0.59,2.22,8,0.33,01/31/2019
7254,GWSS,251.0,A,Michelle,Morado,SU,19.0,4.8,4.8,5.0,4.92,4.63,4.63,4.63,bartlett@me.com,oc*49WhoBP,98.28,3.05,United States,Boston,no,group work focused,0.17,3.12,0.24,11,0.99,07/23/2019
7255,GWSS,255.0,A,Saad,Khan,SU,19.0,4.94,4.75,4.94,4.86,4.94,4.94,4.75,feamster@gmail.com,47*uC5G2o1,52.78,1.27,United States,Los Angeles,no,alternative resource heavy,2.73,1.3,2.98,9,2.77,07/23/2019
7256,GWSS,257.0,A,Ann,Culligan,WI,19.0,3.45,3.62,3.98,3.54,3.94,3.52,3.38,sethbrown@comcast.net,gj$6j8*OA7,53.73,4.24,United States,San Francisco,no,group work focused,3.11,1.79,3.84,14,3.99,01/31/2019
7257,GWSS,262.0,A,Alyssa,Hellrung,SP,19.0,4.71,4.71,4.82,4.82,4.87,4.64,4.43,quinn@icloud.com,yME6j4O1~+,13.58,4.96,United States,Boston,no,group work focused,2.92,4.39,3.76,2,2.96,05/26/2019
7258,GWSS,262.0,A,Alyssa,Hellrung,AU,18.0,4.56,4.5,4.64,4.56,4.61,4.32,4.23,telbij@msn.com,G*REsyKnlB,57.51,3.33,United States,Seattle,no,industry example based,1.87,3.01,1.24,0,4.81,09/30/2018
7259,GWSS,272.0,A,Regina,Lee,AU,18.0,4.64,4.72,4.94,4.83,4.85,4.74,4.35,xnormal@optonline.net,wxqUTA$gWN,8.12,0.37,United States,Boston,no,visual,0.97,1.46,0.78,12,4.1,09/30/2018
7260,GWSS,290.0,A,Kemi,Adeyemi,SP,19.0,4.83,4.86,4.91,4.89,4.83,4.79,4.6,giafly@verizon.net,mBfQ8fG5fH,79.19,1.94,United States,Bellevue,no,powerpoint driven,2.56,0.74,4.82,10,1.3,05/26/2019
7261,GWSS,290.0,A,Sasha,Welland,WI,19.0,4.67,4.67,4.67,4.0,4.5,4.0,4.0,bdbrown@sbcglobal.net,q0#D$~Kqfa,9.03,4.12,United States,Seattle,no,group work focused,0.96,1.29,0.68,2,3.39,01/31/2019
